nome,preco,ano,km,vendedor,localização,link,historico,vistoria,marca,motor
Renault Kwid Zen 1.0 12v Sce (flex),51510.0,2023,40006,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5049601536-kwid-zen-10-12v-sce-flex-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Renault,1.0
Citroën C3 1.0 Firefly Flex Feel Manual,67890.0,2023,43356,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839541577-citroen-c3-10-firefly-flex-feel-manual-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Citroën,1.0
Hyundai Creta 1.6 16v Flex Action Automático,97790.0,2022,44318,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839554451-hyundai-creta-16-16v-flex-action-automatico-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Hyundai,1.6
Fiat Mobi 1.0 Evo Flex Like. Manual,53990.0,2023,50641,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839554435-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.0
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,120090.0,2023,45202,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5043592048-chevrolet-tracker-12-turbo-flex-premier-automatico-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Chevrolet,1.2
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático,108490.0,2023,50000,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3838163771-volkswagen-t-cross-10-200-tsi-total-flex-comfortline-automa-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Volkswagen,1.0
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático,108490.0,2023,45255,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3838150115-volkswagen-t-cross-10-200-tsi-total-flex-comfortline-automa-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Volkswagen,1.0
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6,104990.0,2023,63195,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5040559472-jeep-renegade-13-t270-turbo-flex-longitude-at6-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Jeep,1.3
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6,108690.0,2023,56064,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3837776775-jeep-renegade-13-t270-turbo-flex-longitude-at6-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Jeep,1.3
Fiat Mobi 1.0 Evo Flex Like. Manual,49990.0,2023,56963,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5038418086-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,67290.0,2023,47933,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836256287-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,67590.0,2023,54622,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836067153-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.0
Fiat Fiorino 1.4 Mpi Furgão Endurance 8v Flex 2p Manual,92890.0,2023,62631,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836003459-fiat-fiorino-14-mpi-furgo-endurance-8v-flex-2p-manual-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.4
Peugeot 208 1.6 16v Flex Active At6,70690.0,2023,41805,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5035518024-peugeot-208-16-16v-flex-active-at6-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Peugeot,1.6
Chevrolet Spin 1.8 Premier 8v Flex 4p Automático,101090.0,2023,41231,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5034191322-chevrolet-spin-18-premier-8v-flex-4p-automatico-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Chevrolet,1.8
Hyundai Hb20 Platinum 1.0 Turbo At (flex),78370.0,2022,58215,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3747510373-hb20-platinum-bluelink-10-turbo-flex-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,0,1,Hyundai,1.0
Chevrolet Onix 1.0 Turbo Flex Ltz Manual,85090.0,2023,50512,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5039745172-chevrolet-onix-10-turbo-flex-ltz-manual-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Chevrolet,1.0
Hyundai Hb20 1.0 12v Flex Sense Manual,61990.0,2023,64607,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3833890497-hyundai-hb20-10-12v-flex-sense-manual-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Hyundai,1.0
Jeep Renegade 1.3 T270 Turbo Flex Sport At6,103990.0,2023,46965,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031947810-jeep-renegade-13-t270-turbo-flex-sport-at6-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Jeep,1.3
Fiat Argo 1.0 Firefly Flex Drive Manual,64490.0,2023,66505,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031946724-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.0
Fiat Argo 1.0 Firefly Flex Drive Manual,64490.0,2023,61586,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031895658-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Fiat,1.0
Peugeot 208 1.6 16v Flex Active At6,73490.0,2023,44115,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031947244-peugeot-208-16-16v-flex-active-at6-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Peugeot,1.6
Hyundai Hb20s 1.0 Vision (flex),69940.0,2022,51894,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5034352906-hb20s-10-vision-flex-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,1,0,Hyundai,1.0
Volkswagen Voyage 1.0 Mpi (flex),58000.0,2023,61099,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3710798281-voyage-10-mpi-flex-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3Dab8594a9-91f9-416d-aba3-bff6489e5b03,0,1,Volkswagen,1.0
Hyundai Hb20 Vision 1.0,63640.0,2021,22888,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5033007050-hb20-vision-10-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.0
Fiat Cronos Drive 1.0 (flex) Mt,83650.0,2024,37248,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5033032720-cronos-drive-10-flex-mt-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Chevrolet Onix 1.0 Flex Manual,72490.0,2023,49776,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031981480-chevrolet-onix-10-flex-manual-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Fiat Toro 1.3 Turbo 270 Flex Freedom At6,122990.0,2023,67358,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836144191-fiat-toro-13-turbo-270-flex-freedom-at6-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.3
Fiat Punto 1.6 16v Essence Flex 5p,41000.0,2016,106000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3844255729-fiat-punto-2016-16-16v-essence-flex-5p-_JM#position%3D5%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Fiat,1.6
Fiat Mobi Like 1.0 (flex),55450.0,2023,23502,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3827021173-mobi-like-10-flex-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Fiat Argo 1.0 Firefly Flex Manual,66290.0,2023,45783,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5050036300-fiat-argo-10-firefly-flex-manual-_JM#position%3D7%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Jeep Renegade 1.3 T270 Turbo Flex Longitude At6,108790.0,2023,45763,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5050049094-jeep-renegade-13-t270-turbo-flex-longitude-at6-_JM#position%3D8%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Jeep,1.3
Hyundai Hb20 1.0 12v Flex Comfort Manual,67490.0,2023,54276,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3843435857-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D9%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.0
Ford Focus 2.0 Glx Aut. 5p,34999.0,2009,113000,Vendedor indepedente,Cruz das Almas,https://carro.mercadolivre.com.br/MLB-3833913797-ford-focus-2009-20-glx-aut-5p-_JM#position%3D10%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Ford,2.0
Ford Ranger 3.0 Xlt Limited Cab. Dupla 4x4 4p,56000.0,2008,300000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3811886305-ford-ranger-30-xlt-limited-cab-dupla-4x4-4p-_JM#position%3D11%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Ford,3.0
Renault Logan Life 1.0 12v Sce (flex),58360.0,2023,64672,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5003354270-logan-life-10-12v-sce-flex-_JM#position%3D12%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Renault,1.0
Volkswagen Polo Track 1.0 Flex 12v 5p,75990.0,2024,44812,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3817190343-polo-track-10-flex-12v-5p-_JM#position%3D13%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Volkswagen,1.0
Chevrolet S10 2.8 Ltz High Country Cab. Dupla 4x4 Aut. 4p,180000.0,2020,70000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3826723441-chevrolet-s10-28-ltz-high-country-cab-dupla-4x4-aut-4p-_JM#position%3D14%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Chevrolet,2.8
Hyundai Hb20 1.0 12v Flex Comfort Manual,70890.0,2024,57008,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031994754-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D15%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.0
Peugeot 2008 Allure Pack 1.6,74090.0,2022,61690,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3815305679-2008-allure-pack-16-_JM#position%3D16%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Peugeot,1.6
Honda Civic 2.0 Ex Flex Aut. 4p,129000.0,2021,53000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3846975077-honda-civic-20-ex-flex-aut-4p-_JM#position%3D17%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Honda,2.0
Peugeot 208 Like 1.0 (flex),64210.0,2023,59102,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4760786302-208-like-10-flex-_JM#position%3D18%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Peugeot,1.0
Chevrolet Onix Plus 1.0 Lt Turbo (flex),76510.0,2023,42919,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832644653-onix-plus-10-lt-turbo-flex-_JM#position%3D19%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Renault Kwid Intense 1.0 12v Sce (flex),57610.0,2023,55835,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3818192133-kwid-intense-10-12v-sce-flex-_JM#position%3D20%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,1,Renault,1.0
Chevrolet Cobalt 1.4 Ltz 4p,29000.0,2012,124000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3821476735-chevrolet-cobalt-2012-14-ltz-4p-_JM#position%3D21%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Chevrolet,1.4
Chevrolet Tracker 1.2 Turbo Flex Premier Automático,120090.0,2023,43087,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3844653443-chevrolet-tracker-12-turbo-flex-premier-automatico-_JM#position%3D22%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Chevrolet,1.2
Hyundai Hb20 1.0 Unique Flex 5p,48000.0,2019,122500,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3819801349-hyundai-hb20-2019-10-unique-flex-5p-_JM#position%3D23%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Hyundai,1.0
Fiat Argo 1.0 Firefly Flex Manual,64790.0,2023,54905,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031934986-fiat-argo-10-firefly-flex-manual-_JM#position%3D24%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Fiat Mobi 1.0 Evo Flex Like. Manual,53790.0,2023,53860,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031922806-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Mitsubishi Eclipse Cross 1.5 Mivec Turbo Gasolina Hpe Cvt,134790.0,2023,48667,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031922760-mitsubishi-eclipse-cross-15-mivec-turbo-gasolina-hpe-cvt-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Mitsubishi,1.5
Chevrolet Onix 1.0 Flex Plus Lt Manual,73990.0,2023,43901,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031983088-chevrolet-onix-10-flex-plus-lt-manual-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Chevrolet Onix 1.0 Flex Plus Lt Manual,73990.0,2023,44075,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3833691025-chevrolet-onix-10-flex-plus-lt-manual-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Jeep Compass 1.3 T270 Turbo Flex Longitude At6,136790.0,2022,44159,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031948008-jeep-compass-13-t270-turbo-flex-longitude-at6-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Jeep,1.3
Mitsubishi Eclipse Cross 1.5 Mivec Turbo Gasolina Hpe Cvt,135090.0,2023,43786,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031922508-mitsubishi-eclipse-cross-15-mivec-turbo-gasolina-hpe-cvt-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Mitsubishi,1.5
Chevrolet Onix 1.0 Turbo Flex Ltz Manual,83890.0,2023,54116,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031994018-chevrolet-onix-10-turbo-flex-ltz-manual-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Toyota Hilux 2.7 Srv Cab. Dupla 4x2 Flex Aut. 4p,111000.0,2015,117500,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3818535927-toyota-hilux-27-srv-cab-dupla-4x2-flex-aut-4p-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Toyota,2.7
Hyundai Hb20s Platinum Bluelink 1.0 Turbo (flex),76400.0,2022,56038,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5049558754-hb20s-platinum-bluelink-10-turbo-flex-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Hyundai,1.0
Volkswagen Fox 1.6 Comfortline Total Flex 5p,47500.0,2017,89000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3838662971-volkswagen-fox-2017-16-comfortline-total-flex-5p-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Volkswagen,1.6
Fiat Fastback 1.0 Turbo 200 Flex Audace Cvt,122890.0,2023,46229,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031946962-fiat-fastback-10-turbo-200-flex-audace-cvt-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,68390.0,2023,50799,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031969824-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.0
Chevrolet Cruze 1.4 Turbo Lt 16v Flex 4p Automático,104990.0,2023,54049,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031982510-chevrolet-cruze-14-turbo-lt-16v-flex-4p-automatico-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.4
Fiat Argo 1.0 Firefly Flex Drive Manual,68690.0,2023,51045,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031969088-fiat-argo-10-firefly-flex-drive-manual-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Jeep Renegade 1.8 16v Flex Longitude 4p Automático,89090.0,2021,47207,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5032006600-jeep-renegade-18-16v-flex-longitude-4p-automatico-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Jeep,1.8
Chevrolet Onix 1.0 Flex Manual,71590.0,2023,51873,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5050074654-chevrolet-onix-10-flex-manual-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Chevrolet Tracker 1.0 Turbo Flex Lt Automático,111490.0,2023,46452,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3843412495-chevrolet-tracker-10-turbo-flex-lt-automatico-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Chevrolet,1.0
Mitsubishi L200 Triton 2.4 16v Turbo Diesel Gl Cd 4x4 Manual,146190.0,2023,51306,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5050061982-mitsubishi-l200-triton-24-16v-turbo-diesel-gl-cd-4x4-manual-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,0,0,Mitsubishi,2.4
Hyundai Hb20 1.0 12v Flex Comfort Manual,67990.0,2023,49581,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5044016354-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.0
Fiat Mobi 1.0 Evo Flex Like. Manual,54790.0,2023,45505,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839592587-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Fiat,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67690.0,2023,52067,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839579419-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.0
Toyota Corolla 2.0 Vvt-ie Flex Xei Direct Shift,138790.0,2023,49671,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5042036892-toyota-corolla-20-vvt-ie-flex-xei-direct-shift-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Toyota,2.0
Jeep Compass 1.3 T270 Turbo Flex Longitude At6,138990.0,2023,43741,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5041241718-jeep-compass-13-t270-turbo-flex-longitude-at6-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Jeep,1.3
Hyundai Creta 1.6 16v Flex Action Automático,105490.0,2023,46801,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5041312470-hyundai-creta-16-16v-flex-action-automatico-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D696c3f1f-c953-4196-956e-93bbf45e0df2,1,0,Hyundai,1.6
Hyundai Hb20 1.0 12v Flex Comfort Manual,67690.0,2023,52024,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5038366060-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,68090.0,2023,47361,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3836318637-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3De2bcd195-fd07-4b43-8038-c9f41ded0d5a,1,0,Hyundai,1.0
