nome,preco,ano,km,vendedor,localização,link,historico,vistoria,marca,motor
Volkswagen Gol 1.0 12v (flex),55860.0,2023,53385,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3751776733-gol-10-12v-flex-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Volkswagen,1.0
Ford Ranger 2.5 Xlt Cab. Dupla 4x2 Flex 4p,67900.0,2014,208000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5025452228-ford-ranger-xlt-flex-gnv-2014-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Ford,2.5
Hyundai Hb20 Limited 1.0 (flex),72400.0,2023,48485,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4904955750-hb20-limited-10-flex-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Hyundai,1.0
Chevrolet Onix 1.0 Flex Manual,72490.0,2023,52229,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031982382-chevrolet-onix-10-flex-manual-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Chevrolet,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,64990.0,2023,55471,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031933840-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67790.0,2023,50760,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3833690141-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Hyundai Hb20 1.0 12v Flex Comfort Manual,67790.0,2023,50444,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031969226-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Hyundai,1.0
Citroën C4 Cactus 1.6 Vti 120 Flex Feel Eat6,86490.0,2023,42235,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3833689839-citroen-c4-cactus-16-vti-120-flex-feel-eat6-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Citroën,1.6
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual,83790.0,2023,47357,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5032006766-chevrolet-onix-10-turbo-flex-plus-ltz-manual-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Chevrolet,1.0
Chevrolet Astra 2.0 Advantage Flex Power 5p 133 Hp,33500.0,2009,50000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3791468385-chevrolet-astra-20-advantage-flex-power-5p-133-hp-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Chevrolet,2.0
Mitsubishi L200 Triton 2.4 16v Turbo Diesel Sport Hpe Cd 4p 4x4 Automático,215190.0,2023,52961,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031947478-mitsubishi-l200-triton-24-16v-turbo-diesel-sport-hpe-cd-4p-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Mitsubishi,2.4
Peugeot 2008 1.6 16v Griffe Flex Aut. 5p,41000.0,2017,137000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3837635383-peugeot-2008-2017-16-16v-griffe-flex-aut-5p-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Peugeot,1.6
Volkswagen Gol 1.0 12v (flex),57560.0,2023,41419,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3739459617-gol-10-12v-flex-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Volkswagen,1.0
Fiat Mobi 1.0 Evo Flex Like. Manual,52190.0,2021,54797,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5044272712-fiat-mobi-10-evo-flex-like-manual-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Fiat,1.0
Chevrolet S-10 2.8 16v Turbo Diesel Ls Cd 4x4 Manual,147790.0,2022,57408,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031982432-chevrolet-s10-28-16v-turbo-diesel-ls-cd-4x4-manual-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Chevrolet,2.8
Citroën C3 Picasso 1.6 16v Gl Flex 5p,27000.0,2011,150000,Vendedor indepedente,Cachoeira,https://carro.mercadolivre.com.br/MLB-5035336052-citron-c3-picasso-2011-16-16v-gl-flex-5p-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Citroën,1.6
Mitsubishi L200 Triton 2.4 16v Turbo Diesel Sport Hpe-s Cd 4p 4x4 Automático,233390.0,2023,55109,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5032007902-mitsubishi-l200-triton-24-16v-turbo-diesel-sport-hpe-s-cd-4-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,1,0,Mitsubishi,2.4
Chevrolet Cruze 1.4 Turbo Lt 16v Flex 4p Automático,104790.0,2023,32478,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3841392411-chevrolet-cruze-14-turbo-lt-16v-flex-4p-automatico-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Chevrolet,1.4
Volkswagen Gol 1.6 Msi Totalflex 4p Manual,63090.0,2022,53528,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3841415181-volkswagen-gol-16-msi-totalflex-4p-manual-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Volkswagen,1.6
Fiat Toro 2.0 16v Turbo Diesel Freedom 4wd At9,128814.0,2022,50051,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5041607094-fiat-toro-20-16v-turbo-diesel-freedom-4wd-at9-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D2eee953b-0b5b-40a9-bcd0-965044c8df73,0,0,Fiat,2.0
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Automático,87290.0,2022,29662,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031922296-chevrolet-onix-10-turbo-flex-plus-ltz-automatico-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Chevrolet,1.0
Volkswagen Voyage 1.0 12v Mpi Totalflex 4p Manual,60990.0,2023,49678,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031994762-volkswagen-voyage-10-12v-mpi-totalflex-4p-manual-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Volkswagen,1.0
Mitsubishi L200 Triton 2.4 16v Turbo Diesel Sport Hpe Cd 4p 4x4 Automático,211690.0,2023,64862,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031957334-mitsubishi-l200-triton-24-16v-turbo-diesel-sport-hpe-cd-4p-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Mitsubishi,2.4
Hyundai Hb20 1.0 12v Flex Comfort Manual,68590.0,2023,49948,Por Localiza Seminovos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031908634-hyundai-hb20-10-12v-flex-comfort-manual-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.0
Renault Duster 2.0 16v Dynamique Hi-flex Aut. 5p,51500.0,2016,95000,Vendedor indepedente,Cruz das Almas,https://carro.mercadolivre.com.br/MLB-3799255925-duster-2016-20-automatico-_JM#position%3D5%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Renault,2.0
Fiat Grand Siena 1.4 Tetrafuel 4p Tetra-combustible,34000.0,2016,127000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5006012768-fiat-grand-siena-2016-14-tetrafuel-4p-tetra-combustible-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Fiat,1.4
Land Rover Freelander 2 2.2 Sd4 Hse 5p,69900.0,2011,184000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4923480232-land-rover-freelander-2-2011-22-sd4-hse-5p-_JM#position%3D7%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Land,2.2
Volkswagen Amarok 2.0 Highline Cab. Dupla 4x4 4p,89990.0,2014,220000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3809345699-volkswagen-amarok-2014-20-highline-cab-dupla-4x4-4p-_JM#position%3D8%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Volkswagen,2.0
Chevrolet S10 Chassi Lt 2.8 Diesel 4x4,155000.0,2021,76000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4970269766-chevrolet-s10-chassi-lt-28-diesel-4x4-_JM#position%3D9%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Chevrolet,2.8
Hyundai Hb20s 1.0 Limited Flex 4p,99990.0,2023,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3564217831-hb20s-10-limited-plus-mt-preto-2425-_JM#position%3D10%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.0
Fiat Palio 1.0 Elx 3p Gasolina,7500.0,2000,543800,Vendedor indepedente,Cruz das Almas,https://carro.mercadolivre.com.br/MLB-3794788365-fiat-palio-2000-10-elx-3p-gasolina-_JM#position%3D11%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Fiat,1.0
Renault Logan 1.0 16v Authentique Hi-flex 4p,20000.0,2012,1500000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3796606757-renault-logan-10-16v-authentique-hi-flex-4p-_JM#position%3D12%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Renault,1.0
Hyundai Hb20 1.0 Sense Flex 5p,87090.0,2023,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3564216257-hb20-10-sense-mt-preto-2425-_JM#position%3D13%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.0
Chevrolet Corsa 1.4,19000.0,1995,14410,Vendedor indepedente,Cruz das Almas,https://carro.mercadolivre.com.br/MLB-5028925292-chevrolet-corsa-14-_JM#position%3D14%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Chevrolet,1.4
Ford Ka 1.0 Se Flex 4p,30000.0,2015,220000,Vendedor indepedente,Santo Estêvão,https://carro.mercadolivre.com.br/MLB-3792466319-ford-ka-2015-10-se-flex-4p-_JM#position%3D15%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Ford,1.0
Volkswagen Gol 1.0 5p Gasolina,9000.0,2000,170000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3811681763-volkswagen-gol-2000-10-5p-gasolina-_JM#position%3D16%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Volkswagen,1.0
Hyundai Hb20 1.0 Limited Flex 5p,96090.0,2023,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3564254365-hb20-10-limited-plus-mt-cinza-silk-2425-_JM#position%3D17%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.0
Jeep Renegade 1.8 Longitude Flex Aut. 5p 6 Marchas,85500.0,2021,39900,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5024431564-jeep-renegade-2021-18-longitude-flex-aut-5p-6-marchas-_JM#position%3D18%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Jeep,1.8
Chevrolet Celta 1.0 Life 3p,20000.0,2005,266888,Vendedor indepedente,Santo Estêvão,https://carro.mercadolivre.com.br/MLB-3804862869-chevrolet-celta-2005-10-life-3p-_JM#position%3D19%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Chevrolet,1.0
Chevrolet Tracker 1.0 Turbo Aut. (pcd) 5p,94500.0,2021,67000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3823331613-chevrolet-tracker-10t-2021-_JM#position%3D20%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Chevrolet,1.0
Toyota Corolla 2.0 16v Xei Flex Aut. 4p,58000.0,2012,147000,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3806675127-toyota-corolla-20-16v-xei-flex-aut-4p-_JM#position%3D21%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Toyota,2.0
Hyundai Hb20 1.0 Sense Flex 5p,88690.0,2023,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4357225966-hb20-10-sense-plus-mt-prata-brisk-2425-_JM#position%3D22%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.0
Honda Civic 2.0 Ex Flex Aut. 4p,89999.0,2017,100078,Vendedor indepedente,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3789358835-honda-civic-2017-20-ex-flex-aut-4p-_JM#position%3D23%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Honda,2.0
Hyundai Creta 1.6 Action Flex Aut. 5p Automática,119990.0,2022,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4773384492-creta-16-action-at-preto-2425-_JM#position%3D24%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.6
Hyundai Hb20 Comfort,91190.0,2022,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4773337456-hb20-10-comfort-plus-mt-branco-2425-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,Não informado
Hyundai Creta 1.0 T Gdi 12v Limited Flex Aut. 5p,156490.0,2022,0,Por Hyundai Veiculos,Feira de Santana,https://carro.mercadolivre.com.br/MLB-4459490712-hyundai-creta-limited-safety-10-tgdi-prata-brisk-2425-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,0,0,Hyundai,1.0
Volkswagen Polo Comfortline (aut) (flex),102000.0,2024,32341,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3840963539-polo-comfortline-aut-flex-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,Não informado
Mitsubishi L200 Triton Gl 2.4,143560.0,2023,37544,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5031987914-l200-triton-gl-24-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Mitsubishi,2.4
Volkswagen Polo Track 1.0 Flex 12v 5p,77890.0,2024,30397,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832601939-polo-track-10-flex-12v-5p-_JM#position%3D29%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,1.0
Volkswagen Polo Comfortline (aut) (flex),102000.0,2024,31514,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832525377-polo-comfortline-aut-flex-_JM#position%3D30%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,Não informado
Fiat Argo Drive 1.0 (flex),69610.0,2022,25564,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832640133-argo-drive-10-flex-_JM#position%3D31%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Fiat,1.0
Renault Logan Zen 1.0 12v Sce (flex),60310.0,2022,43117,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3839081799-logan-zen-10-12v-sce-flex-_JM#position%3D32%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,0,Renault,1.0
Volkswagen Polo Track 1.0 Flex 12v 5p,77890.0,2024,38198,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3835216097-polo-track-10-flex-12v-5p-_JM#position%3D33%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,1.0
Volkswagen Voyage 1.0 Mpi (flex),59790.0,2023,58795,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832590007-voyage-10-mpi-flex-_JM#position%3D34%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,0,Volkswagen,1.0
Hyundai Hb20 Sense Plus 1.0,75920.0,2024,26767,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832576841-hb20-sense-plus-10-_JM#position%3D35%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,0,Hyundai,1.0
Volkswagen Polo Comfortline (aut) (flex),102000.0,2024,39058,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832614935-polo-comfortline-aut-flex-_JM#position%3D36%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,0,Volkswagen,Não informado
Fiat Argo 1.0,64630.0,2023,63668,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832601999-argo-10-_JM#position%3D37%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,0,Fiat,1.0
Fiat Mobi Like 1.0 (flex),60710.0,2024,27043,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5033019062-mobi-like-10-flex-_JM#position%3D38%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Fiat,1.0
Peugeot 208 Like 1.0 (flex),65520.0,2023,52854,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3833921623-208-like-10-flex-_JM#position%3D39%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Peugeot,1.0
Volkswagen Voyage 1.0 Mpi (flex),59190.0,2023,63175,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3830993293-voyage-10-mpi-flex-_JM#position%3D40%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,0,Volkswagen,1.0
Hyundai Hb20x Diamond 1.6 (aut) (flex),84220.0,2022,42272,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832619263-hb20x-diamond-16-aut-flex-_JM#position%3D41%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Hyundai,1.6
Volkswagen Polo Track 1.0 Flex 12v 5p,77890.0,2024,34995,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3830179155-polo-track-10-flex-12v-5p-_JM#position%3D42%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,1.0
Volkswagen Polo Comfortline (aut) (flex),102000.0,2024,37682,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3829814321-polo-comfortline-aut-flex-_JM#position%3D43%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,Não informado
Fiat Mobi Like 1.0 (flex),60710.0,2024,27166,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5025100582-mobi-like-10-flex-_JM#position%3D44%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Fiat,1.0
Volkswagen Polo Track 1.0 Flex 12v 5p,77890.0,2024,38482,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3829798947-polo-track-10-flex-12v-5p-_JM#position%3D45%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,1.0
Volkswagen Voyage 1.0 Mpi (flex),59790.0,2023,52877,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3829478271-voyage-10-mpi-flex-_JM#position%3D46%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,1.0
Volkswagen Polo Track 1.0 Flex 12v 5p,77890.0,2024,31245,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3827075111-polo-track-10-flex-12v-5p-_JM#position%3D47%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Volkswagen,1.0
Fiat Argo Drive 1.0 (flex),69850.0,2023,54805,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832580657-argo-drive-10-flex-_JM#position%3D48%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D00493b2b-3343-4035-a9ce-b2ac8b05e5db,1,1,Fiat,1.0
Fiat Argo 1.0,66610.0,2023,35784,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832615193-argo-10-_JM#position%3D1%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,1,Fiat,1.0
Fiat Mobi Like 1.0 (flex),54370.0,2023,42108,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3832601283-mobi-like-10-flex-_JM#position%3D2%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,1,Fiat,1.0
Renault Kwid Zen 1.0 12v Sce (flex),53870.0,2023,46069,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3823116093-kwid-zen-10-12v-sce-flex-_JM#position%3D3%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,0,Renault,1.0
Hyundai Hb20s Evolution Bluelink 1.0,71970.0,2022,61551,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3821990359-hb20s-evolution-bluelink-10-_JM#position%3D4%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,0,Hyundai,1.0
Volkswagen Polo Track 1.0 Flex 12v 5p,75990.0,2024,45063,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3823127901-polo-track-10-flex-12v-5p-_JM#position%3D5%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,1,Volkswagen,1.0
Volkswagen Gol 1.0 12v (flex),55630.0,2023,52863,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3817248991-gol-10-12v-flex-_JM#position%3D6%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,0,Volkswagen,1.0
Fiat Argo 1.0,64850.0,2022,44400,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-3841900917-argo-10-_JM#position%3D7%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,0,1,Fiat,1.0
Renault Kwid Zen 1.0 12v Sce (flex),52820.0,2023,43539,Por Seminovos Movida,Feira de Santana,https://carro.mercadolivre.com.br/MLB-5056062762-kwid-zen-10-12v-sce-flex-_JM#position%3D8%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D33540640-6c64-4317-8ad9-c291320ad196,1,0,Renault,1.0
